name,price,detail_link,image_link,tags
"Milroy's Soho Selection 30 years  peated cask #3","€146,95","https://slijterijdehelm.nl/winkel/whisky/malt/milroys-soho-selection-30-years-peated-cask-3/","https://slijterijdehelm.nl/wp-content/uploads/2026/03/Milroys-Soho-Selection-30-years-peated-cask-3-600x600.png","Malt, Whisky"
"Milroy's Kildalton 22 years old 53,7 %","€433,95","https://slijterijdehelm.nl/winkel/whisky/zeer-exclusieve-bottelingen/milroys-kildalton-22-years-old-537/","https://slijterijdehelm.nl/wp-content/uploads/2026/03/Milroys-Kildalton-22-years-old-537--600x600.png","Malt, Whisky, Zeer exclusieve bottelingen"
"Milroy's Springbank 27 years old 50,3%","€1.149,95","https://slijterijdehelm.nl/winkel/whisky/malt/milroys-springbank-27-years-old-503/","https://slijterijdehelm.nl/wp-content/uploads/2026/03/Milroys-Springbank-27-years-old-503-600x600.png","Malt, Whisky"
"Milroy's Clynelish 24 yrs old 51,8 %","€434,95","https://slijterijdehelm.nl/winkel/whisky/zeer-exclusieve-bottelingen/milroys-clynelish-24-yrs-old-518/","https://slijterijdehelm.nl/wp-content/uploads/2026/03/Milroys-Clynelish-24-yrs-old-518--600x600.png","Malt, Zeer exclusieve bottelingen"
"Glen Scotia 12 years old","€48,95","https://slijterijdehelm.nl/winkel/whisky/malt/glen-scotia-12-years-old/","https://slijterijdehelm.nl/wp-content/uploads/2026/02/Glen-Scotia-12-years-old-600x600.png","Malt, Whisky"
"Clonakilty Moscatel Finish #6278 59,8%","€77,95","https://slijterijdehelm.nl/winkel/whisky/malt/clonakilty-moscatel-finish-6278-598/","https://slijterijdehelm.nl/wp-content/uploads/2026/02/Clonakilty-Moscatel-Finish-6278-598-600x600.png","Malt, Whisky"
Togouchi Beer Cask,"€53,95",https://slijterijdehelm.nl/winkel/whisky/malt/togouchi-beer-cask/,https://slijterijdehelm.nl/wp-content/uploads/2026/02/Togouchi-Beer-Cask-600x600.png,"Malt, Whisky"
Togouchi Peated Cask,"€58,95",https://slijterijdehelm.nl/winkel/whisky/malt/togouchi-peated-cask/,https://slijterijdehelm.nl/wp-content/uploads/2026/02/Togouchi-Peated-Cask-600x600.png,"Malt, Whisky"
"Dram Mor North British 20 years old 51,9%","€81,95",https://slijterijdehelm.nl/winkel/whisky/malt/dram-mor-north-british-20-years-old-519/,https://slijterijdehelm.nl/wp-content/uploads/2026/02/Dram-Mor-North-British-20-years-old-519-600x600.png,"Malt, Whisky"
The Ultimate Caol Ila 2015 9 years old #319898 #319901 #319908 #319911 46%,"€49,95",https://slijterijdehelm.nl/winkel/whisky/malt/the-ultimate-caol-ila-2015-9-years-old-319898-319901-319908-319911-46/,https://slijterijdehelm.nl/wp-content/uploads/2026/02/The-Ultimate-Caol-Ila-2015-9-years-old-319898-319901-319908-319911-46-600x600.png,"Malt, Whisky"
"Signatory Vintage 100 proof Linkwood 2012 12 years old #68 57,1%","€52,95",https://slijterijdehelm.nl/winkel/whisky/malt/signatory-vintage-100-proof-linkwood-2012-12-years-old-68-571/,https://slijterijdehelm.nl/wp-content/uploads/2026/02/Signatory-Vintage-100-proof-Linkwood-2012-12-years-old-68-571-600x600.png,"Malt, Whisky"
"Ledaig Hebridean Moon 10 years old 58,8%","€87,95",https://slijterijdehelm.nl/winkel/whisky/malt/ledaig-hebridean-moon-10-years-old-588/,https://slijterijdehelm.nl/wp-content/uploads/2026/02/Ledaig-Hebridean-Moon-10-years-old-588-600x600.png,"Malt, Whisky"
Sakurao Islay Cask Finish NL exclusive 55%,"€151,95",https://slijterijdehelm.nl/winkel/whisky/malt/sakurao-islay-cask-finish-nl-exclusive-55/,https://slijterijdehelm.nl/wp-content/uploads/2026/02/Sakurao-Islay-Cask-Finish-NL-exclusive-55-600x600.png,"Malt, Whisky"
Clonakilty 14 years old Amontillado Single Grain Irish,"€88,95",https://slijterijdehelm.nl/winkel/whisky/malt/clonakilty-14-years-old-amontillado-single-grain-irish/,https://slijterijdehelm.nl/wp-content/uploads/2026/02/Clonakilty-14-years-old-Amontillado-Single-Grain-Irish-600x600.png,"Malt, Whisky"
Glendalough Double Barrel Bourbon Oloroso,"€37,95",https://slijterijdehelm.nl/winkel/whisky/malt/glendalough-double-barrel-bourbon-oloroso/,https://slijterijdehelm.nl/wp-content/uploads/2026/02/Glendalough-Double-Barrel-Bourbon-Oloroso-600x600.png,"Malt, Whisky"
Kavalan Bourbon Oak Matured,"€84,95",https://slijterijdehelm.nl/winkel/whisky/malt/kavalan-bourbon-oak-matured/,https://slijterijdehelm.nl/wp-content/uploads/2026/02/Kavalan-Bourbon-Oak-Matured-1-600x600.png,"Malt, Whisky"
W.D. O’Connell Union Road,"€38,95",https://slijterijdehelm.nl/winkel/whisky/malt/w-d-oconnell-union-road/,https://slijterijdehelm.nl/wp-content/uploads/2026/02/W.D.-OConnell-Union-Road-600x600.png,"Malt, Whisky"
"Milroy’s Soho Selection Teaninich 13 years old 51,5%","€72,95",https://slijterijdehelm.nl/winkel/whisky/malt/milroys-soho-selection-teaninich-13-years-old-515/,https://slijterijdehelm.nl/wp-content/uploads/2026/02/Milroys-Soho-Selection-Teaninich-13-years-old-515-2-600x600.png,"Malt, Whisky"
Tormore Legacy Casks 2015 B&T Exclusive,"€73,95",https://slijterijdehelm.nl/winkel/whisky/malt/tormore-legacy-casks-2015-bt-exclusive/,https://slijterijdehelm.nl/wp-content/uploads/2026/02/Tormore-Legacy-Casks-2015-BT-Exclusive-600x600.png,"Malt, Whisky"
"Milroy’s Soho Selection Avon 9 years old Ballindalloch 51,5%","€56,95",https://slijterijdehelm.nl/winkel/whisky/malt/milroys-soho-selection-avon-9-years-old-ballindalloch-515/,https://slijterijdehelm.nl/wp-content/uploads/2026/02/Milroys-Soho-Selection-Avon-9-years-old-Ballindalloch-515-600x600.png,"Malt, Whisky"
Single Malts of Scotland Small Batch Linkwood 11 years old,"€62,95",https://slijterijdehelm.nl/winkel/whisky/malt/single-malts-of-scotland-small-batch-linkwood-11-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2026/02/Single-Malts-of-Scotland-Small-Batch-Linkwood-11-years-old-600x600.png,"Malt, Whisky"
Single Malts of Scotland Small Batch MacDuff 11 years old,"€57,95",https://slijterijdehelm.nl/winkel/whisky/malt/single-malts-of-scotland-small-batch-macduff-11-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2026/02/Single-Malts-of-Scotland-Small-Batch-MacDuff-11-years-old-600x600.png,"Malt, Whisky"
Tamnavulin Double Cask,"€28,95 Oorspronkelijke prijs was: €28,95.€26,95Huidige prijs is: €26,95.",https://slijterijdehelm.nl/winkel/whisky/malt/tamnavulin-double-cask/,https://slijterijdehelm.nl/wp-content/uploads/2026/02/Tamnavulin-Double-Cask-600x600.png,"Aanbiedingen, Malt, Whisky"
Glendalough Single Cask Calvados XO Finish,"€44,95",https://slijterijdehelm.nl/winkel/whisky/malt/glendalough-single-cask-calvados-xo-finish/,https://slijterijdehelm.nl/wp-content/uploads/2026/02/Glendalough-Single-Cask-Calvados-XO-Finish--600x600.png,"Malt, Whisky"
Bladnoch 8 years old,"€57,95",https://slijterijdehelm.nl/winkel/whisky/malt/bladnoch-8-yrs-old/,https://slijterijdehelm.nl/wp-content/uploads/2026/02/Bladnoch-8-years-old-600x600.png,"Malt, Whisky"
Writers Tears Copperpot,"€37,95",https://slijterijdehelm.nl/winkel/whisky/malt/writers-tears-copperpot/,https://slijterijdehelm.nl/wp-content/uploads/2026/02/Writers-Tears-Copperpot-600x600.png,"Malt, Whisky"
"Signatory Vintage Cask Strength Jura 2009 16 years old #16 54,4%","€96,95",https://slijterijdehelm.nl/winkel/whisky/malt/signatory-vintage-cask-strength-jura-2009-16-years-old-16-544/,https://slijterijdehelm.nl/wp-content/uploads/2026/02/Signatory-Vintage-Cask-Strength-Jura-2009-16-years-old-16-544-600x600.png,"Malt, Whisky"
"Signatory Vintage 100 proof Royal Brackla 2014 11 years old #67 57,1%","€49,95",https://slijterijdehelm.nl/winkel/whisky/malt/signatory-vintage-100-proof-royal-brackla-2014-11-years-old-67-571/,https://slijterijdehelm.nl/wp-content/uploads/2026/02/Signatory-Vintage-100-proof-Royal-Brackla-2014-11-years-old-67-571-600x600.png,"Malt, Whisky"
"The Ultimate Benrinnes 2011 12 years old #5 57,3%","€94,95",https://slijterijdehelm.nl/winkel/whisky/the-ultimate-benrinnes-2011-12-years-old-5-573/,https://slijterijdehelm.nl/wp-content/uploads/2026/02/The-Ultimate-Benrinnes-2011-12-years-old-5-573-600x600.png,Whisky
Chivas Regal whisky minibox 3x5cl,"€14,95",https://slijterijdehelm.nl/winkel/whisky/malt/chivas-regal-whisky-minibox-3x5cl/,https://slijterijdehelm.nl/wp-content/uploads/2026/02/Chivas-Regal-whisky-minibox-3x5cl-1-600x600.png,"Geschenken, Malt, Whisky"
Kilkerran 12 years old,"€59,95",https://slijterijdehelm.nl/winkel/whisky/malt/kilkerran-12-years-old-2/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Kilkerran-12-years-old-600x600.png,"Malt, Whisky"
Springbank 10 years old,"€64,95",https://slijterijdehelm.nl/winkel/whisky/malt/springbank-10-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Springbank-10-years-old-25136-600x600.png,"Malt, Whisky"
Glenwyvis vintage distillation 2019 2023,"€63,95",https://slijterijdehelm.nl/winkel/whisky/glenwyvis-vintage-distillation-2019-2023/,https://slijterijdehelm.nl/wp-content/uploads/2026/01/Glenwyvis-vintage-distillation-2019-2023-600x600.png,Whisky
Kinahan’s Single malt Heritage,"€43,95",https://slijterijdehelm.nl/winkel/whisky/malt/kinahans-single-malt-heritage/,https://slijterijdehelm.nl/wp-content/uploads/2026/01/Kinahans-Single-malt-Heritage-600x600.png,"Malt, Whisky"
"Hogshead Linkwood 10 yrs old 2014 55,1%","€79,95",https://slijterijdehelm.nl/winkel/whisky/malt/hogshead-linkwood-10-yrs-old-2014-551/,https://slijterijdehelm.nl/wp-content/uploads/2026/01/Hogshead-Linkwood-10-yrs-old-2014-551-600x600.png,"Malt, Whisky"
Cley Canasta,"€80,95",https://slijterijdehelm.nl/winkel/whisky/malt/cley-canasta/,https://slijterijdehelm.nl/wp-content/uploads/2026/01/Cley-Canasta-600x600.png,"Malt, Whisky"
Filliers Single Malt Whisky 15 years old,"€87,95 Oorspronkelijke prijs was: €87,95.€85,95Huidige prijs is: €85,95.",https://slijterijdehelm.nl/winkel/whisky/malt/filliers-single-malt-whisky-15-yo/,https://slijterijdehelm.nl/wp-content/uploads/2026/01/Filliers-Single-Malt-Whisky-15-YO-600x600.png,"Malt, Whisky"
"Filliers Single Malt Cask Strength 58,5%","€82,95 Oorspronkelijke prijs was: €82,95.€79,95Huidige prijs is: €79,95.",https://slijterijdehelm.nl/winkel/whisky/malt/filliers-single-malt-cs-585/,https://slijterijdehelm.nl/wp-content/uploads/2026/01/Filliers-Single-Malt-CS-585-600x600.png,"Malt, Whisky"
Filliers Single Malt Sherry Oak 10 years old,"€69,95 Oorspronkelijke prijs was: €69,95.€67,95Huidige prijs is: €67,95.",https://slijterijdehelm.nl/winkel/whisky/malt/filliers-single-malt-sherry-oak-10-yo/,https://slijterijdehelm.nl/wp-content/uploads/2026/01/Filliers-Single-Malt-Sherry-Oak-10-years-old-600x600.png,"Malt, Whisky"
Filliers Single Malt Bourbon Oak,"€34,95 Oorspronkelijke prijs was: €34,95.€32,95Huidige prijs is: €32,95.",https://slijterijdehelm.nl/winkel/whisky/bourbon/filliers-single-malt-bourbon-oak/,https://slijterijdehelm.nl/wp-content/uploads/2026/01/Filliers-Single-Malt-Bourbon-Oak-600x600.png,"Bourbon, Whisky"
Filliers Single Rye Whisky,"€46,95 Oorspronkelijke prijs was: €46,95.€44,95Huidige prijs is: €44,95.",https://slijterijdehelm.nl/winkel/whisky/filliers-single-rye-whisky/,https://slijterijdehelm.nl/wp-content/uploads/2026/01/Filliers-Single-Rye-Whisky-600x600.png,Whisky
Tomintoul with a peaty tang,"€33,95",https://slijterijdehelm.nl/winkel/whisky/malt/tomintoul-with-a-peaty-tang/,https://slijterijdehelm.nl/wp-content/uploads/2026/01/Tomintoul-with-a-peaty-tang-1-600x600.png,"Malt, Whisky"
"Edradour 2012 10 years old #223 – 225 & #227 – 230 58,9%","€98,95",https://slijterijdehelm.nl/winkel/whisky/malt/edradour-2012-10-years-old-223-225-227-230-589/,https://slijterijdehelm.nl/wp-content/uploads/2026/01/Edradour-2012-10-years-old-223-225-227-230-589-600x600.png,"Malt, Whisky"
Glen Scotia Victoriana,"€79,95",https://slijterijdehelm.nl/winkel/whisky/malt/glen-scotia-victoriana/,https://slijterijdehelm.nl/wp-content/uploads/2026/01/Glen-Scotia-Victoriana-600x600.png,"Malt, Whisky"
Cley Dutch Cask Strength Single Malt Whisky,"€44,95",https://slijterijdehelm.nl/winkel/whisky/malt/cley-dutch-cask-strength-single-malt-whisky/,https://slijterijdehelm.nl/wp-content/uploads/2026/01/Cley-Dutch-Cask-Strength-Single-Malt-Whisky-600x600.png,"Malt, Whisky"
Reservoir Virginia Wheat,"€94,95",https://slijterijdehelm.nl/winkel/whisky/reservoir-virginia-wheat/,https://slijterijdehelm.nl/wp-content/uploads/2026/01/Reservoir-Virginia-Wheat-600x600.png,Whisky
Claxton Glencarrick 10 years old,"€61,95",https://slijterijdehelm.nl/winkel/whisky/malt/claxton-glencarrick-10-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2026/01/Claxton-Glencarrick-10-years-old-600x600.png,"Malt, Whisky"
"Kilchoman Le Comptoir Irlandais Small Batch Fino Sherry 49,2%","€104,95",https://slijterijdehelm.nl/winkel/whisky/malt/kilchoman-le-comptoir-irlandais-small-batch-fino-sherry-492/,https://slijterijdehelm.nl/wp-content/uploads/2026/01/Kilchoman-Le-Comptoir-Irlandais-Small-Batch-Fino-Sherry-492-600x600.png,"Malt, Whisky"
"Bunnahabhain 12 years old 2025 cask strength 56,4%","€86,95",https://slijterijdehelm.nl/winkel/whisky/malt/bunnahabhain-12-years-old-2025-cask-strength-564/,https://slijterijdehelm.nl/wp-content/uploads/2026/01/Bunnahabhain-12-years-old-2025-cask-strength-564-600x600.png,"Malt, Whisky"
Gordon & Macphail Distillery Label Glentauchers 2008 46%,"€72,95",https://slijterijdehelm.nl/winkel/whisky/malt/gordon-macphail-distillery-label-glentauchers-2008-46/,https://slijterijdehelm.nl/wp-content/uploads/2026/01/Gordon-Macphail-Distillery-Label-Glentauchers-2008-46-600x600.png,"Malt, Whisky"
"Adelphi Springbank 21 years old 43,4%","€579,95",https://slijterijdehelm.nl/winkel/whisky/zeer-exclusieve-bottelingen/adelphi-springbank-21-yra-old-43-4/,https://slijterijdehelm.nl/wp-content/uploads/2026/01/Adelphi-Springbank-21-years-old-434-600x600.png,"Malt, Whisky, Zeer exclusieve bottelingen"
"Dramfool’s Red Bag 4 years old 61,2%","€106,95",https://slijterijdehelm.nl/winkel/whisky/malt/dramfools-red-bag-4-years-old-612/,https://slijterijdehelm.nl/wp-content/uploads/2026/01/Dramfools-Red-Bag-4-years-old-612-600x600.png,"Malt, Whisky"
"Signatory Vintage 100 proof Mortlach 2013 12 years old 57,1%","€49,95",https://slijterijdehelm.nl/winkel/whisky/malt/signatory-vintage-100-proof-mortlach-2013-12-years-old-571/,https://slijterijdehelm.nl/wp-content/uploads/2026/01/Signatory-Vintage-100-proof-Mortlach-2013-12-years-old-571-600x600.png,"Malt, Whisky"
Claxton Smoking Furnace blend,"€44,95",https://slijterijdehelm.nl/winkel/whisky/claxton-smoking-furnace-blend/,https://slijterijdehelm.nl/wp-content/uploads/2026/01/Claxton-Smoking-Furnace-blend-600x600.png,Whisky
Lagavulin Distillers Edition 2022,"€112,95",https://slijterijdehelm.nl/winkel/whisky/malt/lagavulin-distillers-edition-2022/,https://slijterijdehelm.nl/wp-content/uploads/2026/01/Lagavulin-Distillers-Edition-2022-600x600.png,"Malt, Whisky"
Lagavulin 12 years old Special Release 2025,"€169,95",https://slijterijdehelm.nl/winkel/whisky/malt/lagavulin-12-years-old-special-release-2025/,https://slijterijdehelm.nl/wp-content/uploads/2026/01/Lagavulin-12-years-old-Special-Release-2025-600x600.png,"Malt, Whisky"
Jim Beam White liter,"€23,95",https://slijterijdehelm.nl/winkel/whisky/bourbon/jim-beam-white-liter/,https://slijterijdehelm.nl/wp-content/uploads/2026/01/Jim-Beam-White-liter-600x600.png,"Bourbon, Whisky"
"Glendronach Ode to the Valley 46,2%","€69,95",https://slijterijdehelm.nl/winkel/whisky/malt/glendronach-ode-to-the-valley-462/,https://slijterijdehelm.nl/wp-content/uploads/2026/01/Glendronach-Ode-to-the-Valley-600x600.png,"Malt, Whisky"
Glendronach Ode to the Embers,"€75,95",https://slijterijdehelm.nl/winkel/whisky/malt/glendronach-ode-to-the-embers/,https://slijterijdehelm.nl/wp-content/uploads/2026/01/Glendronach-Ode-to-the-Embers-1-600x600.png,"Malt, Whisky"
Four Roses bourbon liter,"€27,95",https://slijterijdehelm.nl/winkel/whisky/bourbon/four-roses-bourbon-liter/,https://slijterijdehelm.nl/wp-content/uploads/2026/01/Four-Roses-bourbon-liter-600x600.png,"Bourbon, Whisky"
"Signatory Vintage Symingtons Choice Benrinnes 1995 30 years old #101 49,1%","€279,95",https://slijterijdehelm.nl/winkel/whisky/zeer-exclusieve-bottelingen/signatory-vintage-symingtons-choice-benrinnes-1995-30-years-old-102-491/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Signatory-Vintage-Symingtons-Choice-Benrinnes-1995-30-years-old-102-491-600x600.png,"Malt, Whisky, Zeer exclusieve bottelingen"
Mac-Talla Terra,"€55,95",https://slijterijdehelm.nl/winkel/whisky/malt/mac-talla-terra/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Mac-Talla-Terra-2-600x600.png,"Malt, Whisky"
Benromach Unpeated,"€61,95",https://slijterijdehelm.nl/winkel/whisky/malt/benromach-unpeated/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Benromach-Unpeated-1-600x600.png,"Malt, Whisky"
"Lagg Small Batch Palo Cortado 56,2%","€94,95",https://slijterijdehelm.nl/winkel/whisky/malt/lagg-small-batch-palo-cortado-562/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Lagg-Small-Batch-Palo-Cortado-562-1-600x600.png,"Malt, Whisky"
Jameson 18 years old,"€134,95",https://slijterijdehelm.nl/winkel/whisky/malt/jameson-18-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Jameson-18-years-old-600x600.png,"Malt, Whisky"
Dingle Distillery Lúnasa,"€89,95",https://slijterijdehelm.nl/winkel/whisky/malt/dingle-distillery-lunasa/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Dingle-Distillery-Lunasa-600x600.png,"Malt, Whisky"
"Grants 0,7 liter","€15,95",https://slijterijdehelm.nl/winkel/whisky/blended/grants-07-liter/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Grant8217s-Triple-Wood-600x600.png,"Blended, Whisky"
Elements of Islay I love Papa,"€47,95",https://slijterijdehelm.nl/winkel/whisky/blended/elements-of-islay-i-love-papa/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Elements-of-Islay-I-love-Papa-1-600x600.png,"Blended, Whisky"
Glenlivet Spectra Giftset,"€99,95",https://slijterijdehelm.nl/winkel/whisky/malt/glenlivet-spectra-giftset/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Glenlivet-spectra-600x600.jpg,"Geschenken, Malt, Whisky"
Lagavulin 8 years old in Giftbox & 2 glasses,"€72,95",https://slijterijdehelm.nl/winkel/whisky/malt/lagavulin-8-years-old-in-giftbox-2-glasses/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/lagavulin-8-600x600.png,"Malt, Whisky"
Ardnamurchan Mini Pack 4 x 5 cl,"€46,95",https://slijterijdehelm.nl/winkel/whisky/ardnamurchan-mini-pack-4-x-5-cl/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/ardnamurchan-1-600x600.png,Whisky
Glengoyne Time Keeper giftpack 3x5cl,"€23,95",https://slijterijdehelm.nl/winkel/whisky/malt/glengoyne-time-keeper-giftpack-3x5cl/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Glengoyne-Time-Keeper-giftpack-3x5cl-600x600.png,"Geschenken, Malt, Whisky"
Glen Scotia Double Cask 20cl giftpack met glas,"€24,95",https://slijterijdehelm.nl/winkel/whisky/malt/glen-scotia-double-cask-20cl-giftpack-met-glas/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Glen-Scotia-Double-Cask-20cl-giftpack-met-glas-600x600.png,"Geschenken, Malt, Whisky"
Laphroaig 10 years old giftpack met glas,"€45,95",https://slijterijdehelm.nl/winkel/whisky/malt/laphroaig-10-years-old-giftpack-met-glas/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Laphroaig-10-years-old-giftpack-met-glas-600x600.png,"Geschenken, Malt, Whisky"
Balvenie Doublewood 12 years old giftpack met glazen,"€64,95",https://slijterijdehelm.nl/winkel/whisky/malt/balvenie-doublewood-12-years-old-giftpack-met-glazen/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/The-Balvenie-Doublewood-12-yrs-giftpack-600x600.png,"Geschenken, Malt, Whisky"
Glengoyne Time Keeper giftpack 3x 20cl,"€66,95",https://slijterijdehelm.nl/winkel/whisky/malt/glengoyne-time-keeper-giftpack-3x-20cl/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Glengoyne-Time-Keeper-giftpack-3x-20cl-600x600.png,"Geschenken, Malt, Whisky"
Bowmore 15 years old Giftpack met glazen,"€76,95",https://slijterijdehelm.nl/winkel/whisky/malt/bowmore-15-years-old-giftpack-met-glazen/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Bowmore-15-years-old-Giftpack-met-glazen-600x600.png,"Geschenken, Malt, Whisky"
Redbreast Irish Whiskey Tripack 3x5cl,"€25,95",https://slijterijdehelm.nl/winkel/whisky/malt/redbreast-irish-whiskey-tripack-3x5cl/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Redbreast-Irish-Whiskey-Tripack-3x5cl-600x600.png,"Geschenken, Malt, Whisky"
Smokehead 15 years old anniversary edition 2025,"€78,95",https://slijterijdehelm.nl/winkel/whisky/malt/smokehead-15-years-old-anniversary-edition-2025/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Smokehead-15-years-old-anniversary-edition-2025-600x600.png,"Malt, Whisky"
Adelphi Private Stock Reserve,"€39,95",https://slijterijdehelm.nl/winkel/whisky/malt/adelphi-private-stock-reserve/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Adelphi-Private-Stock-Reserve-600x600.png,"Malt, Whisky"
Adelphi’s Highland Teaninich 10 years old,"€51,95",https://slijterijdehelm.nl/winkel/whisky/malt/adelphis-highland-teaninich-10-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Adelphis-Highland-Teaninich-10-years-old-600x600.png,"Malt, Whisky"
"Signatory Vintage Cask Strength Knockando 2008 16 years old #101 50,5%","€103,95",https://slijterijdehelm.nl/winkel/whisky/signatory-vintage-cask-strength-knockando-2008-16-years-old-101-505/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Signatory-Vintage-Cask-Strength-Knockando-2008-16-years-old-101-505-600x600.png,Whisky
Hibiki Blossom Harmony 2022,"€274,95",https://slijterijdehelm.nl/winkel/whisky/zeer-exclusieve-bottelingen/hibiki-blossom-harmony-2022/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Hibiki-Blossom-Harmony-2022-600x600.png,"Malt, Whisky, Zeer exclusieve bottelingen"
Reservoir Bourbon Virginia Alligator Char Quarter cask,"€108,95",https://slijterijdehelm.nl/winkel/whisky/bourbon/reservoir-bourbon-virginia-alligator-char-quarter-cask/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Reservoir-Bourbon-Virginia-Alligator-Char-Quarter-cask-600x600.png,"Bourbon, Whisky"
Ardnamurchan AD/10 years old,"€59,95",https://slijterijdehelm.nl/winkel/whisky/malt/ardnamurchan-ad-10-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Ardnamurchan-AD10-years-old-600x600.png,"Malt, Whisky"
"Bimber Ex-Bourbon Batch 3 51,6%","€77,95",https://slijterijdehelm.nl/winkel/whisky/zeer-exclusieve-bottelingen/bimber-ex-bourbon-batch-3-516/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Bimber-Ex-Bourbon-Batch-3-516-600x600.png,"Malt, Whisky, Zeer exclusieve bottelingen"
"Bimber Oloroso Cask batch 3 51,4%","€149,95",https://slijterijdehelm.nl/winkel/whisky/zeer-exclusieve-bottelingen/bimber-oloroso-cask-batch-3-514/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Bimber-Oloroso-Cask-batch-3-514-600x600.png,"Malt, Whisky, Zeer exclusieve bottelingen"
"Bimber Single Malt Netherlands Edition #224 58,2%","€129,95",https://slijterijdehelm.nl/winkel/whisky/zeer-exclusieve-bottelingen/bimber-single-malt-netherlands-edition-224-582/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Bimber-Single-Malt-Netherlands-Edition-224-582-600x600.png,"Malt, Whisky, Zeer exclusieve bottelingen"
The Ultimate Imperial 1995 20 years old #50245 46%,"€274,95",https://slijterijdehelm.nl/winkel/whisky/zeer-exclusieve-bottelingen/the-ultimate-imperial-1995-20-years-old-50245-46/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/The-Ultimate-Imperial-1995-20-years-old-50245-46-600x600.png,"Malt, Whisky, Zeer exclusieve bottelingen"
Glenmorangie 18 years old Azuma Makoto Limited Edition 43%,"€224,95",https://slijterijdehelm.nl/winkel/whisky/zeer-exclusieve-bottelingen/glenmorangie-18-years-old-azuma-makoto-limited-edition-43/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Glenmorangie-18-years-old-Azuma-Makoto-Limited-Edition-43-600x600.png,"Malt, Whisky, Zeer exclusieve bottelingen"
"Ardbeg Heavy Vapours Special Committee Only Edition 2022 50,2%","€147,95",https://slijterijdehelm.nl/winkel/whisky/zeer-exclusieve-bottelingen/ardbeg-heavy-vapours-special-committee-only-edition-2022-502/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Ardbeg-Heavy-Vapours-Special-Committee-Only-Edition-2022-502-600x600.png,"Malt, Whisky, Zeer exclusieve bottelingen"
"Shizuoka Pot Still K 100% Scottish Barley First Edition 55,5%","€249,95",https://slijterijdehelm.nl/winkel/whisky/malt/shizuoka-pot-still-k-100-scottish-barley-first-edition-555/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Shizuoka-Pot-Still-K-100-Scottish-Barley-First-Edition-55-600x600.jpg,"Malt, Whisky"
Arran Drumadoon Point The Explores Series Volume 4,"€299,95",https://slijterijdehelm.nl/winkel/whisky/zeer-exclusieve-bottelingen/arran-drumadoon-point-the-explores-series-volume-4/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Arran-Drumadoon-Point-The-Explores-Series-Volume-4-600x600.png,"Malt, Whisky, Zeer exclusieve bottelingen"
"Old Particular Glenrothes 2006 17 years old #DL17253 61,1%","€164,95",https://slijterijdehelm.nl/winkel/whisky/zeer-exclusieve-bottelingen/old-particular-glenrothes-2006-17-years-old-dl17253-611/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Old-Particular-Glenrothes-2006-17-years-old-DL17253-611-600x600.png,"Malt, Whisky, Zeer exclusieve bottelingen"
Turntable Radar Love Single Cask,"€91,95",https://slijterijdehelm.nl/winkel/whisky/malt/turntable-radar-love-single-cask/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Turntable-Radar-Love-Single-Cask-600x600.png,"Malt, Whisky"
