name,price,detail_link,image_link,tags
Tyrconnell Irish Single Malt,"€27,95",https://slijterijdehelm.nl/winkel/whisky/malt/tyrconnell-irish-single-malt/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Tyrconnell-Irish-Single-Malt-600x600.jpeg,"Malt, Whisky"
Highland Park 16 years old between you and I,"€133,95",https://slijterijdehelm.nl/winkel/whisky/malt/highland-park-16-years-old-between-you-and-i/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Highland-Park-16-years-old-between-you-and-I-600x600.png,"Malt, Whisky"
"Famous Grouse 0,35 liter","€11,95",https://slijterijdehelm.nl/winkel/whisky/blended/famous-grouse-035-liter/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Famous-Grouse-035-600x600.png,"Blended, Whisky"
Arran Barley 10 Years Old,"€57,95",https://slijterijdehelm.nl/winkel/whisky/arran-barley-10-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/12/Arran-Barley-10-Years-Old-600x600.png,Whisky
Benromach 10 years old,"€49,95",https://slijterijdehelm.nl/winkel/whisky/malt/benromach-10-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Benromach-10-years-old-600x600.jpg,"Malt, Whisky"
Glencadam 10 years old,"€48,95",https://slijterijdehelm.nl/winkel/whisky/malt/glencadam-10-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/glencadam-10-1-600x600.png,"Malt, Whisky"
Kilchoman Machir Bay,"€53,95",https://slijterijdehelm.nl/winkel/whisky/malt/kilchoman-machir-bay/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Kilchoman-Machir-Bay-600x600.png,"Malt, Whisky"
Kilchoman Sanaig bourbon/sherry,"€63,95",https://slijterijdehelm.nl/winkel/whisky/malt/kilchoman-sanaig-bourbon-sherry/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Kilchoman-Sanaig-bourbon-sherry-600x600.png,"Malt, Whisky"
Edradour 10 years old,"€49,95",https://slijterijdehelm.nl/winkel/whisky/malt/edradour-10-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Blank-Print-Document-9-600x600.jpeg,"Malt, Whisky"
Royal Brackla 12 Years Old,"€57,95",https://slijterijdehelm.nl/winkel/whisky/malt/royal-brackla-12-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Royal-Brackla-12-Years-Old-1-600x600.png,"Malt, Whisky"
Craigellachie 13 Years Old,"€51,95",https://slijterijdehelm.nl/winkel/whisky/malt/craigellachie-13-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Craigellachie-12-600x600.jpg,Malt
Kilchoman Machir Bay Giftpack inclusief 2 glazen,"€67,95",https://slijterijdehelm.nl/winkel/whisky/malt/kilchoman-machir-bay-giftpack-inclusief-2-glazen/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Kilchoman-Machir-Bay-Giftpack-inclusief-2-glazen-600x600.png,"Geschenken, Malt, Whisky"
"Kilkerran Heavily Peated batch 9 59,2%","€67,95",https://slijterijdehelm.nl/winkel/whisky/malt/kilkerran-heavily-peated-batch-9-592/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Kilkerran-Heavily-Peated-batch-9-592-600x600.png,"Malt, Whisky"
"Carn Mor Celebration of the Cask Glen Keith 1993 32 years old #31449 46,7%","€499,95",https://slijterijdehelm.nl/winkel/whisky/zeer-exclusieve-bottelingen/carn-mor-celebration-of-the-cask-glen-keith-1993-32-years-old-31449-467/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Carn-Mor-Celebration-of-the-Cask-Glen-Keith-1993-32-years-old-600x600.png,"Malt, Whisky, Zeer exclusieve bottelingen"
Jim Beam Bourbon liter,"€29,95",https://slijterijdehelm.nl/winkel/whisky/bourbon/jim-beam-bourbon-liter/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Jim-Beam-Bourbon-liter-600x600.png,"Bourbon, Whisky"
Ezra Brooks Old Ezra 7 years old Rye single barrel 114 proof,"€54,95",https://slijterijdehelm.nl/winkel/whisky/bourbon/ezra-brooks-old-ezra-7-years-old-rye-single-barrel-114-proof/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Ezra-Brooks-Old-Ezra-7-years-old-Rye-600x600.png,"Bourbon, Whisky"
Balvenie 14 years old Caribbean Cask Giftpack met twee glazen,"€88,95",https://slijterijdehelm.nl/winkel/whisky/malt/balvenie-14-years-old-craibbean-cask-giftpack-met-twee-glazen/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Balvenie-14-years-old-Caribbean-Cask-Giftpack-met-twee-glazen-600x600.png,"Geschenken, Malt, Whisky"
Ezra Brooks Old Ezra 7 years old Bourbon Single Barrel 117 proof,"€54,95",https://slijterijdehelm.nl/winkel/whisky/bourbon/ezra-brooks-old-ezra-7-years-old-bourbon-single-barrel-117-proof/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Ezra-Brooks-Old-Ezra-7-years-old-Bourbon-Single-Barrel-117-proof-600x600.png,"Bourbon, Whisky"
Glendronach Portwood,"€62,95",https://slijterijdehelm.nl/winkel/whisky/malt/glendronach-portwood/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Glendronach-Portwood-600x600.png,"Malt, Whisky"
Gordon & Macphail Macphail’s 12 years old 40%,"€42,95",https://slijterijdehelm.nl/winkel/whisky/malt/gordon-macphail-macphails-12-years-old-40/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Gordon-amp-Macphail-Macphail8217s-12-years-old-40-600x600.png,"Malt, Whisky"
Gordon & Macphail Macphail’s 21 years old 40%,"€104,95",https://slijterijdehelm.nl/winkel/whisky/zeer-exclusieve-bottelingen/gordon-macphail-macphails-21-yeas-old-40/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Gordon-amp-Macphail-Macphail8217s-21-yeas-old-40-600x600.png,"Malt, Whisky, Zeer exclusieve bottelingen"
"Signatory Vintage Cask Strength Laphroaig 2000 25 years old #4078 54,5%","€544,95",https://slijterijdehelm.nl/winkel/whisky/zeer-exclusieve-bottelingen/signatory-vintage-cask-strength-laphroaig-2000-25-years-old-4078-545/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Signatory-Vintage-Cask-Strength-Laphroaig-2000-25-years-old-4078-545-600x600.png,"Malt, Whisky, Zeer exclusieve bottelingen"
"Signatory Vintage 100 proof Ardmore 2011 14 years old #62 57,1%","€49,95",https://slijterijdehelm.nl/winkel/whisky/malt/signatory-vintage-100-proof-ardmore-2011-14-years-old-62-571/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Signatory-Vintage-100-proof-Ardmore-2011-14-years-old-62-571-600x600.png,"Malt, Whisky"
Saint & Peat 2025,"€48,95",https://slijterijdehelm.nl/winkel/whisky/malt/saint-peat-2025/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Saint-amp-Peat-2025-600x600.png,"Malt, Whisky"
Longrow Peated 25/165,"€59,95 Oorspronkelijke prijs was: €59,95.€56,95Huidige prijs is: €56,95.",https://slijterijdehelm.nl/winkel/whisky/malt/longrow-peated-25-165/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Longrow-Peated-600x600.png,"Aanbiedingen, Malt, Whisky"
Kilkerran 12 years old,"€58,95",https://slijterijdehelm.nl/winkel/whisky/malt/kilkerran-12-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Kilkerran-12-years-old-600x600.png,"Malt, Whisky"
"The Ultimate Balmenach 2008 14 years old #2 58,4%","€89,95",https://slijterijdehelm.nl/winkel/whisky/malt/the-ultimate-balmenach-2008-14-years-old-2-584/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/The-Ultimate-Balmenach-2008-14-years-old-80-584-600x600.png,"Malt, Whisky"
Teeling Single Grain Red Wine Cask,"€34,95",https://slijterijdehelm.nl/winkel/whisky/teeling-single-grain-red-wine-cask/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Teeling-Single-Grain-Red-Wine-Cask-1-600x600.png,Whisky
The Deveron 10 years old,"€30,95",https://slijterijdehelm.nl/winkel/whisky/malt/the-deveron-10-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/The-Deveron-10-years-old-600x600.png,"Malt, Whisky"
"Gordon & Macphail Connoisseurs Choice Caol Ila 2008 14 years old #312058 52,8%","€139,95",https://slijterijdehelm.nl/winkel/whisky/gordon-macphail-connoisseurs-choice-caol-ila-2008-han-van-wees-60-jaar-in-de-whisky-business-528/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Gordon-amp-Macphail-Connoisseurs-Choice-Caol-Ila-2008-Han-van-Wees-60-jaar-in-de-whisky-business-528-600x600.png,Whisky
Hibiki Suntory Harmony,"€139,95",https://slijterijdehelm.nl/winkel/whisky/malt/hibiki-suntory-harmony/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Hibiki-Suntory-Harmony-600x600.png,"Malt, Whisky"
Arran 10 years old,"€46,95",https://slijterijdehelm.nl/winkel/whisky/malt/arran-10-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Arran-10-years-600x600.png,"Malt, Whisky"
Miniset The World of Whisky,"€8,95",https://slijterijdehelm.nl/winkel/whisky/malt/miniset-the-world-of-whisky/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Miniset-The-World-of-Whisky-600x600.png,"Geschenken, Malt, Whisky"
Tomatin Bourbon & Sherry 12 years old,"€41,95",https://slijterijdehelm.nl/winkel/whisky/malt/tomatin-bourbon-sherry-12-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Tomatin-Bourbon-amp-Sherry-12-years-old-600x600.png,"Malt, Whisky"
"Berry Bros & Rudd Inchgower 2011 13 years old “De Helm” 57,3%","€83,95",https://slijterijdehelm.nl/winkel/whisky/berry-bros-rudd-inchgower-2011-13-years-old-de-helm-573/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Berry-Bros-amp-Rudd-Inchgower-De-Helm-573-600x600.png,Whisky
Ileach Single Islay Malt,"€29,95",https://slijterijdehelm.nl/winkel/whisky/malt/ileach-single-islay-malt/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/ileach-600x600.jpg,"Malt, Whisky"
Tomatin Legacy,"€35,95",https://slijterijdehelm.nl/winkel/whisky/malt/tomatin-legacy/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Tomatin-Legacy-2-600x600.png,"Malt, Whisky"
Balblair 15 years old,"€93,95",https://slijterijdehelm.nl/winkel/whisky/malt/balblair-15-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Balblair-15-years-old-600x600.png,"Malt, Whisky"
Old Pulteney 12 Years Old,"€38,95",https://slijterijdehelm.nl/winkel/whisky/malt/old-pulteney-12-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Old-Pulteney-12-Years-Old-1-600x600.png,"Malt, Whisky"
Ardnamurchan The Midgie,"€55,95",https://slijterijdehelm.nl/winkel/whisky/malt/ardnamurchan-the-midgie/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Ardnamurchan-The-Midgie-600x600.png,"Malt, Whisky"
Arran Machrie Moor Cask Strength,"€53,95",https://slijterijdehelm.nl/winkel/whisky/malt/arran-machrie-moor-cask-strength/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Arran-Machrie-Moor-Cask-Strength-600x600.png,"Malt, Whisky"
Arran Quarter Cask,"€51,95",https://slijterijdehelm.nl/winkel/whisky/malt/arran-quarter-cask/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Arran-quarter-cask-600x600.jpg,"Malt, Whisky"
"Arran Australian Wine Cask small batch 11 years old 55,7%","€80,95",https://slijterijdehelm.nl/winkel/whisky/malt/arran-australian-wine-cask-small-batch-11-years-old-557/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Arran-11-small-batch-600x600.png,"Malt, Whisky"
Arran Port Cask Finish,"€52,95",https://slijterijdehelm.nl/winkel/whisky/malt/arran-port-cask-finish/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Arran-Port-Cask-Finish-met-koker-600x600.png,"Malt, Whisky"
Bunnahabhain 12 years old,"€53,95",https://slijterijdehelm.nl/winkel/whisky/malt/bunnahabhain-12-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Bunnahabhain-12-years-old-600x600.png,"Malt, Whisky"
Caol Ila 12 years old,"€48,95",https://slijterijdehelm.nl/winkel/whisky/malt/caol-ila-12-years-old-07-ltr/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Caol-ila-12-600x600.jpg,"Malt, Whisky"
Adelphi Private Reserve Blend,"€23,95",https://slijterijdehelm.nl/winkel/whisky/malt/adelphi-private-reserve-blend/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/adelphi-private-reserve-600x600.jpg,"Malt, Whisky"
Tamdhu 12 years old mini,"€3,95",https://slijterijdehelm.nl/winkel/whisky/malt/tamdhu-12-years-old-mini/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Tamdhu-12-years-old-mini-600x600.png,"Malt, Whisky"
"Berry Bros & Rudd Texas Legation No2 46,2%","€56,95",https://slijterijdehelm.nl/winkel/whisky/malt/berry-bros-rudd-texas-legation-no2-462/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Berry-Bros-amp-Rudd-Texas-Legation-No2-462-600x600.png,"Malt, Whisky"
"Signatory Vintage Exceptional Cask 100 proof Speyside 2009 16 Years Old #13 57,1%","€89,95",https://slijterijdehelm.nl/winkel/whisky/signatory-vintage-exceptional-cask-100-proof-speyside-2009-16-years-old-13-571/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Signatory-Vintage-Exceptional-Cask-100-proof-Speyside-2009-16-Years-Old-13-571-600x600.png,Whisky
Highland Park 12 Years Old,"€41,95",https://slijterijdehelm.nl/winkel/whisky/malt/highland-park-12-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Highland-Park-12-Years-Old-600x600.png,Malt
"Bushmills Black Bush 0,7 liter","€24,95",https://slijterijdehelm.nl/winkel/whisky/malt/bushmills-black-bush-07-liter/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Bushmills-Black-Bush-600x600.png,"Malt, Whisky"
Redbreast 12 years old,"€56,95",https://slijterijdehelm.nl/winkel/whisky/malt/redbreast-12-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Redbreast-12-years-old-600x600.jpg,"Malt, Whisky"
Arran Barrel Reserve,"€31,95",https://slijterijdehelm.nl/winkel/whisky/malt/arran-barrel-reserve/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Arran-Barrel-Reserve-600x600.png,"Malt, Whisky"
Glenallachie 12 years old,"€59,95",https://slijterijdehelm.nl/winkel/whisky/malt/glenallachie-12-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/glenallachie-12-years-old-600x600.jpg,"Malt, Whisky"
"Signatory Vintage 100 proof Benrinnes 2012 13 years old #56 57,1%","€49,95",https://slijterijdehelm.nl/winkel/whisky/malt/signatory-vintage-100-proof-benrinnes-2012-13-years-old-56-571/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Signatory-Vintage-100-proof-Benrinnes-2012-13-years-old-56-571-600x600.png,"Malt, Whisky"
"Signatory Vintage Cask Strength Glen Spey 2007 17 years old #3 57,3%","€97,95",https://slijterijdehelm.nl/winkel/whisky/malt/signatory-vintage-cask-strength-glen-spey-2007-17-years-old-3-573/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Signatory-Vintage-Cask-Strength-Glen-Spey-2007-17-years-old-3-573-600x600.png,"Malt, Whisky"
Glen Talloch liter,"€20,95",https://slijterijdehelm.nl/winkel/whisky/malt/glen-talloch-liter/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Glen-Talloch-liter-600x600.png,Malt
Glen Moray Sherry Cask,"€27,95",https://slijterijdehelm.nl/winkel/whisky/malt/glen-moray-sherry-cask/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Glen-Moray-Sherry-Cask-600x600.png,"Malt, Whisky"
"Chivas Regal 12 years old 0,7 liter","€31,95",https://slijterijdehelm.nl/winkel/whisky/blended/chivas-regal-12-years-old-07-liter/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/chivas-regal-600x600.jpg,Blended
Talisker Storm,"€44,95",https://slijterijdehelm.nl/winkel/whisky/malt/talisker-storm/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Talisker-Storm-600x600.png,"Malt, Whisky"
Dewar’s 12 years old,"€32,95",https://slijterijdehelm.nl/winkel/whisky/blended/dewars-12-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Dewar8217s-12-years-old-600x600.png,"Blended, Whisky"
Teeling Blackpitts Peated Single Malt,"€63,95",https://slijterijdehelm.nl/winkel/whisky/malt/teeling-blackpitts-peated-single-malt/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Teeling-Blackpitts-Peated-Single-Malt-600x600.png,"Malt, Whisky"
Arran 18 years,"€128,95",https://slijterijdehelm.nl/winkel/whisky/zeer-exclusieve-bottelingen/arran-18-years/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Arran-18-years-600x600.png,"Malt, Whisky, Zeer exclusieve bottelingen"
Glenfiddich 16 years old Aston Martin Limited Edition,"€99,95",https://slijterijdehelm.nl/winkel/whisky/malt/glenfiddich16-years-aston-martin-limited-edition/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Glenfiddich-16-years-old-Aston-Martin-Limited-Edition-600x600.png,"Malt, Whisky"
"Yamazakura Asaka Peated Single Cask #19152  63,5%","€145,95",https://slijterijdehelm.nl/winkel/whisky/zeer-exclusieve-bottelingen/yamazakura-asaka-peated-single-cask-19152-635/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Yamazakura-Asaka-Peated-Single-Cask-19152-635-600x600.png,"Malt, Whisky, Zeer exclusieve bottelingen"
Port Charlotte 10 years old,"€69,95",https://slijterijdehelm.nl/winkel/whisky/malt/port-charlotte-10-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Port-charlotte-heavily-peated-600x600.jpg,Malt
Bunnahabhain Toiteach A Dha,"€51,95",https://slijterijdehelm.nl/winkel/whisky/malt/bunnahabhain-toiteach-a-dha/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Bunnahabhain-Toiteach-A-Dha-600x600.png,"Malt, Whisky"
Glenfiddich 15 years old Solera Reserva,"€61,95",https://slijterijdehelm.nl/winkel/whisky/malt/glenfiddich-15-years-old-solera-reserva/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Glenfiddich-15-years-old-Solera-Reserva-600x600.png,"Malt, Whisky"
Suntory The Yamazaki 12 years old 43%,"€149,95",https://slijterijdehelm.nl/winkel/whisky/malt/suntory-the-yamazaki-12-years-old-43/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Suntory-The-Yamazaki-12-years-old-43-600x600.png,"Malt, Whisky"
Kilchoman Sauternes Cask,"€104,95",https://slijterijdehelm.nl/winkel/whisky/malt/kilchoman-sauternes-cask/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Kilchoman-Sauternes-Cask-600x600.png,"Malt, Whisky"
Balblair 12 years old,"€58,95",https://slijterijdehelm.nl/winkel/whisky/malt/balblair-12-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Balblair-12-years-old-600x600.png,"Malt, Whisky"
Lagg Corriecravie,"€56,95",https://slijterijdehelm.nl/winkel/whisky/malt/lagg-corriecravie/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Lagg-Corriecravie-600x600.png,"Malt, Whisky"
"Signatory Vintage small batch Speyside (Tam) 2013 11 years old 48,2 %","€71,95",https://slijterijdehelm.nl/winkel/whisky/malt/signatory-vintage-small-batch-speyside-tam-2013-11-years-old-482/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/speyside-600x600.png,"Malt, Whisky"
"Ardnamurchan AD/ Cask Strength 2025 57,7%","€69,95",https://slijterijdehelm.nl/winkel/whisky/malt/ardnamurchan-ad-cask-strength-2025-577/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Ardnamurchan-AD-Cask-Strenght-2025-600x600.png,"Malt, Whisky"
Ardnamurchan Peated Sauternes Cask Release,"€64,95",https://slijterijdehelm.nl/winkel/whisky/ardnamurchan-peated-sauternes-cask-release/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Ardnamurchan-Peated-Sauternes-Cask-Release-600x600.png,Whisky
Glengoyne 12 years old,"€47,95",https://slijterijdehelm.nl/winkel/whisky/malt/glengoyne-12-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Glengoyne-12yo-600x600.jpg,Malt
"Jack Daniels Black 0,7 liter","€25,95",https://slijterijdehelm.nl/winkel/whisky/blended/jack-daniels-black-07-liter/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Jack-Daniels-600x600.jpg,Blended
"Talisker 10 Years Old 0,7 ltr","€44,95",https://slijterijdehelm.nl/winkel/whisky/malt/talisker-10-years-old-07-ltr/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Talisker-10-years-old-600x600.png,"Malt, Whisky"
Teeling Single Pot Still,"€44,95",https://slijterijdehelm.nl/winkel/whisky/malt/teeling-single-pot-still/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Teeling-pot-still-600x600.jpg,Malt
"Mac-Talla Amarone Feis Ile Limited Edition 54,3%","€99,95",https://slijterijdehelm.nl/winkel/whisky/mac-talla-amarone-feis-ile-limited-edition-543/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Mac-Talla-Amarone-Feis-Ile-Limted-Edition-543-600x600.png,Whisky
Teeling Small Batch,"€32,95",https://slijterijdehelm.nl/winkel/whisky/malt/teeling-small-batch/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Teeling-small-batch-600x600.jpg,"Malt, Whisky"
Ardbeg Wee Beastie 5 Years Old,"€44,95",https://slijterijdehelm.nl/winkel/whisky/malt/ardbeg-wee-beastie-5-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Ardbed-wee-beastie-600x600.jpg,"Malt, Whisky"
Glendronach 12 years old,"€52,95",https://slijterijdehelm.nl/winkel/whisky/malt/glendronach-12-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Glendronach-12-years-old-600x600.png,"Malt, Whisky"
Speyburn 10 years old,"€32,95",https://slijterijdehelm.nl/winkel/whisky/malt/speyburn-10-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Speyburn-10-years-old-600x600.png,"Malt, Whisky"
"The Ultimate Edradour 2015 9 years old #137 58,9%","€86,95",https://slijterijdehelm.nl/winkel/whisky/malt/the-ultimate-edradour-2014-10-years-old-46-593/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/The-Ultimate-Edradour-2014-10-years-old-46-593-600x600.png,"Malt, Whisky"
Berry Bros & Rudd Glentauchers 2009 14 years old #900515,"€79,95",https://slijterijdehelm.nl/winkel/whisky/malt/berry-bros-rudd-glentauchers-2009-14-years-old-900515/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Berry-Bros-amp-Rudd-Glentauchers-2009-14-years-ols-900515-600x600.png,"Malt, Whisky"
"Murray McDavid Mission Gold Coastal Embrace Chapter V 1995 28 years old 52,2%","€143,95",https://slijterijdehelm.nl/winkel/whisky/malt/murray-mcdavid-mission-gold-coastal-embrace-chapter-v-1995-28-years-old-522/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Murray-McDavid-Mission-Gold-Coastal-Embrace-Chapter-V-1995-28-years-old-522-600x600.png,"Malt, Whisky"
Cley Single Malt Moscatel 50%,"€78,95",https://slijterijdehelm.nl/winkel/whisky/malt/cley-single-malt-moscatel-50/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Cley-Single-Malt-Moscatel-50-whisky-600x600.png,"Malt, Whisky"
Kilkerran 12 years old 25/99,"€58,95",https://slijterijdehelm.nl/winkel/whisky/malt/kilkerran-12-years-old-25-99/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Kilkerran-12-years-old-1-600x600.png,"Malt, Whisky"
Blacks Maple Mayhem,"€39,95",https://slijterijdehelm.nl/winkel/whisky/malt/blacks-maple-mayhem/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Blacks-Maple-Mayhem-600x600.png,"Malt, Whisky"
Ledaig 10 Years Old,"€48,95",https://slijterijdehelm.nl/winkel/whisky/malt/ledaig-10-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Ledaig-10-600x600.jpg,"Malt, Whisky"
Dewar’s Double Double 21 years old,"€82,95",https://slijterijdehelm.nl/winkel/whisky/blended/dewars-double-double-21-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Dewar8217s-Double-Double-21-years-old-600x600.png,"Blended, Whisky"
Gordon & Macphail Licensed Bottling Glen Grant 1966,"€899,95",https://slijterijdehelm.nl/winkel/whisky/zeer-exclusieve-bottelingen/gordon-macphail-licensed-bottling-glen-grant-1966/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Glen-grant-600x600.jpg,"Malt, Zeer exclusieve bottelingen"
"Ballantines 0,7 ltr","€19,95",https://slijterijdehelm.nl/winkel/whisky/blended/ballantines-07-ltr/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Ballantines-07-ltr-600x600.png,"Blended, Whisky"
Laphroaig Quarter Cask,"€53,95",https://slijterijdehelm.nl/winkel/whisky/malt/laphroaig-quarter-cask/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Laphroaig-Quarter-Cask-600x600.png,"Malt, Whisky"
"Signatory Vintage Exceptional Cask 100 proof Blair Athol 2007 17 years old #12 57,1%","€85,95",https://slijterijdehelm.nl/winkel/whisky/signatory-vintage-exceptional-cask-100-proof-blair-athol-2007-17-years-old-12-571/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Signatory-Vintage-Exceptional-Cask-100-proof-Blair-Athol-2007-17-years-old-12-571-600x600.png,Whisky
Torabhaig Legacy 3 Cnoc na Moine,"€54,95",https://slijterijdehelm.nl/winkel/whisky/malt/torabhaig-legacy-3-cnoc-na-moine/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Torabhaig-Legacy-3-Cnoc-na-Moine-600x600.png,"Malt, Whisky"
Tomatin 14 Years Port Wood finish,"€64,95",https://slijterijdehelm.nl/winkel/whisky/malt/tomatin-14-years-port-wood-finish/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Tomatin-14-years-old-port-wood-600x600.png,"Malt, Whisky"
Auchentoshan Three Wood,"€51,95",https://slijterijdehelm.nl/winkel/whisky/malt/auchentoshan-three-wood/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Auchentoshan-Three-Wood-600x600.png,Malt
"Ardbeg 10 years old 0,7 ltr","€54,95",https://slijterijdehelm.nl/winkel/whisky/malt/ardbeg-10-years-old-07-ltr/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Ardbeg-10-years-old-600x600.jpeg,"Malt, Whisky"
Bulleit Bourbon Frontier Whiskey,"€28,95",https://slijterijdehelm.nl/winkel/whisky/bourbon/bulleit-bourbon-frontier-whiskey/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Bullet-Bourbon-600x600.jpg,Bourbon
Bushmills 10 years old,"€33,95",https://slijterijdehelm.nl/winkel/whisky/malt/bushmills-10-years-old/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Bushmills-10-years-old-whisky-600x600.png,"Malt, Whisky"
Irish Whiskey Collection,"€23,95",https://slijterijdehelm.nl/winkel/whisky/malt/irish-whiskey-collection/,https://slijterijdehelm.nl/wp-content/uploads/2025/11/Irish-Whiskey-Collection-600x600.png,Malt
